Genomic bins	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_517_8	SERC_517_9	SERC_517_6	SERC_517_7	SERC_517_4	SERC_517_5	SERC_517_3	SERC_Zymo_Pos_Control
bin.323	0.795193968286	1.49407049185	68.8894000223	15.6913068395	16.40803261	86.2692384847	1.02342596722	39.7674683991	0.0871879261299	0.0056207165341	0.0347372036007	0.105665128756
bin.91	22.462944692	11.3438993678	16.7118616849	21.510007039	23.5404058562	22.5357595246	14.6367581645	24.1798085558	6.5644751441	2.87558254607	13.3684778452	0.105255582326
bin.267	0.214479878738	0.939797608873	0.112342829094	0.0740446714094	0.194481855944	0.141069583113	0.758267035671	0.517895526411	3.62611504443	3.05363194422	3.42990696243	0.00397596758071
bin.89	0.5005191067	0.0641150745799	0.243642870742	0.966839955211	0.547570238464	0.311315598888	0.0606827095036	0.115451602385	1.4303735697	0.076192654228	1.80584370811	0.00398614696931
bin.9	0.0105720390236	0.00887657018371	0.00967505454558	0.00923546274809	0.0066132123683	0.00658192512202	0.0114144348331	0.00347754822646	0.00601245869412	0.00296141318313	0.00714055417298	36.4502669135
bin.141	0.787042690845	0.62233292401	1.16517317082	1.17565801692	0.993713561286	1.25422106574	0.739811307703	1.07230424503	0.316657584423	0.136130837629	0.525536935638	0.00505547124808
bin.4	0.00367048842555	0.00463853848873	0.00421717217182	0.0041549182779	0.00323588369174	0.00459682663185	0.01446254465	0.00165886821326	0.00265478175529	0.00402933893018	0.0020242042162	661.900081083
bin.145	1.26727597412	0.579941096308	1.64012099381	1.46539124117	1.76038452849	1.73461725729	0.532653771645	1.55641545592	1.50133587589	0.394625108813	1.71001803111	0.00305732651336
bin.256	2.54571698163	0.431338297512	0.327174817408	0.317279247371	0.447403180856	0.465576404142	0.89819038353	0.923083320437	0.366820149235	0.30400629582	0.779729710547	0.00450703080779
bin.198	1.14969877773	0.427479827053	1.06681871604	0.569511277944	0.710717285706	0.651846540895	0.544105525169	0.975865083934	1.19450161951	0.62595547796	1.03500411067	0.00648736220184
bin.6	0.0164541531971	0.0156759371317	0.0172079011542	0.0211936153734	0.0180342818151	0.0175640806497	0.0139149208935	0.0143522652949	0.00487470413688	0.00955146285934	0.00754564831917	930.94803261
bin.59	1.51023099794	2.28389970729	1.39775560788	2.89662481308	2.61540432714	1.6490114898	1.46905617786	1.7493684849	2.46010457397	1.05967616862	1.38913575186	0.00963979662701
bin.325	0.0157960937013	0.0259335226696	0.773848619926	0.0361878104013	0.00445926702826	0.0157432532337	0.0298851178113	0.327721601019	0.0190427938452	0.0105134002943	3.5496020221	0.0
bin.119	0.0102291575579	0.0284742690357	0.00798731284456	0.0124892668066	0.0152478457799	0.0264700244581	4.50159419034	0.00842256222096	0.0122670616248	0.0336063607806	0.00758246866811	0.00712789334856
