bin.238.fa	Bacteria_98;Proteobacteria_87;Gammaproteobacteria_84;Cellvibrionales_56;Cellvibrionaceae_96;Cellvibrio_63;Cellvibrio sp. PSBB023_84
bin.178.fa	Bacteria_97;Proteobacteria_96;Gammaproteobacteria_99;Alteromonadales_52;Shewanellaceae_83
bin.69.fa	
bin.35.fa	Viruses_60;Phycodnaviridae_80;Chrysochromulina ericina virus_87
bin.121.fa	Bacteria_97
bin.213.fa	Bacteria_95;Bacteroidetes_55;Flavobacteriia_56;Flavobacteriales_100;Flavobacteriaceae_98
bin.173.fa	Bacteria_98;Actinobacteria_83;Actinobacteria_94;Micrococcales_67;Microbacteriaceae_87
bin.152.fa	Bacteria_98;Actinobacteria_59;Actinobacteria_99
bin.283.fa	Bacteria_97;Proteobacteria_82;Gammaproteobacteria_65
bin.85.fa	Bacteria_98;Proteobacteria_97;Epsilonproteobacteria_98;Campylobacterales_99;Campylobacteraceae_100;Arcobacter_82
bin.226.fa	Bacteria_99
bin.114.fa	Bacteria_85;Bacteroidetes_65;Flavobacteriia_88;Flavobacteriales_100;Flavobacteriaceae_100
bin.206.fa	Bacteria_99;Cyanobacteria_90;Synechococcales_98;Synechococcaceae_100
bin.41.fa	Bacteria_99;Proteobacteria_89;Oligoflexia_100;Bacteriovoracales_100
bin.11.fa	Bacteria_100;Proteobacteria_98;Gammaproteobacteria_99;Alteromonadales_91;Shewanellaceae_98;Shewanella_68;Shewanella sp. Pdp11_69
bin.234.fa	Bacteria_99;Proteobacteria_92;Gammaproteobacteria_92
bin.268.fa	Bacteria_99;Proteobacteria_97;Gammaproteobacteria_97;Pseudomonadales_99;Pseudomonadaceae_100;Pseudomonas_94
bin.271.fa	Bacteria_91
bin.330.fa	Bacteria_100;Proteobacteria_87;Alphaproteobacteria_79;Rhodobacterales_61;Rhodobacteraceae_100
bin.9.fa	Eukaryota_91
bin.66.fa	Bacteria_96;Bacteroidetes_91;Flavobacteriia_97;Flavobacteriales_100;Flavobacteriaceae_99
bin.244.fa	Bacteria_100;Proteobacteria_90;Alphaproteobacteria_79
bin.214.fa	Bacteria_95;Actinobacteria_63;Actinobacteria_73;Candidatus Nanopelagicales_52
